annee,semestre,anonymat,carte,ue,credit,nom_prenoms,sexe,note,cohorte,filiere
2023-2024,5,AFF37B5D,D00125,BIO3109,4,Kouyaté Elhadj,M,11.04,2021,GE
2023-2024,5,ADD43AA0,D00126,BIO3109,4,Koné Fatou,F,11.61,2021,SRI
2023-2024,5,AB153FAF,D00127,BIO3109,4,Boly Aïda,F,13.95,2021,GM
2023-2024,5,A4132D01,D00128,BIO3109,4,Souleymane Fousseyni,M,10.25,2021,IS
2023-2024,5,A795F08D,D00129,BIO3109,4,Hadja Fousseyni,M,16.04,2021,LT
2023-2024,5,A3D45B31,D00130,BIO3109,4,Diabaté Fousseyni,M,10.78,2021,GL
2023-2024,5,AD09F491,D00131,BIO3109,4,Traoré Adama,M,10.33,2021,GM
2023-2024,5,ACE2F696,D00132,BIO3109,4,Yattabaye Kassim,M,14.64,2021,GL
2023-2024,5,A1438CB0,D00133,BIO3109,4,Awa Djibril,M,18.78,2021,GE
2023-2024,5,A46EABDE,D00134,BIO3109,4,Abdoulaye Adama,M,16.11,2021,IA
2023-2024,5,A5A10349,D00135,BIO3109,4,Koné Abdoulaye,M,15.64,2021,IA
2023-2024,5,A71BA8F8,D00136,BIO3109,4,Sata Adama,M,11.72,2021,IS
2023-2024,5,A8AA355C,D00137,BIO3109,4,Haidara Kadiatou,F,11.54,2021,SRI
2023-2024,5,A88126E9,D00138,BIO3109,4,Fofana Nouhou,M,13.61,2021,GL
2023-2024,5,A59E941E,D00139,BIO3109,4,Kouyaté Mohamed,M,12.34,2021,GC
2023-2024,5,A4995984,D00140,BIO3109,4,Abdou Amadou,M,10.66,2021,GE
2023-2024,5,AF4FC05C,D00141,BIO3109,4,Kéita Abdoulaye,M,10.03,2021,GE
2023-2024,5,A48E8E86,D00142,BIO3109,4,Issa Tidjani,M,8.31,2021,GC
2023-2024,5,A53E2320,D00143,BIO3109,4,Gakou Tiécoura,M,16.27,2021,SRI
2023-2024,5,AE660EA2,D00144,BIO3109,4,Bamba Ousmane,M,15.79,2021,LT
2023-2024,5,AF509BF1,D00145,BIO3109,4,Bâ Mohamed,M,16.38,2021,IS
2023-2024,5,A3617E86,D00146,BIO3109,4,Sylla Mamane,M,15.21,2021,GM
2023-2024,5,ADAE2CC3,D00147,BIO3109,4,Diallo Zacharie,M,18.46,2021,GC
2023-2024,5,ACDA72A0,D00148,BIO3109,4,Amadou Adama,M,12.14,2021,SRI
2023-2024,5,A1736DCC,D00149,BIO3109,4,Adama Daouda,M,11.5,2021,GL
2023-2024,5,A5331002,D00150,BIO3109,4,Amadou Soumaïla,M,7.11,2021,GL
2023-2024,5,AF840F4C,D00001,HIS3110,2,Moussa Abdou,M,8.93,2021,IA
2023-2024,5,AA650CA0,D00002,HIS3110,2,Bouna Bakary,M,7.68,2021,LT
2023-2024,5,AC004C6C,D00003,HIS3110,2,Aminata Bakary,M,9.38,2021,LT
2023-2024,5,A524A0A6,D00004,HIS3110,2,Sissoko Yacouba,M,14.07,2021,IS
2023-2024,5,AA3491EF,D00005,HIS3110,2,Tandja Oumar,M,7.23,2021,IA
2023-2024,5,A552D693,D00006,HIS3110,2,Karim Koudia,F,8.37,2021,GM
2023-2024,5,A7642124,D00007,HIS3110,2,Habib Issa,M,3.15,2021,IA
2023-2024,5,A1B64777,D00008,HIS3110,2,Sidibé Yasmine,F,11.43,2021,GL
2023-2024,5,A5A2A767,D00009,HIS3110,2,Lala Mamadou,M,7.48,2021,IA
2023-2024,5,A4FF27FD,D00010,HIS3110,2,Fofana Mahamadou,M,10.53,2021,GM
2023-2024,5,A729779F,D00011,HIS3110,2,Diarra Lamine,M,12.31,2021,GC
2023-2024,5,A0A66D46,D00012,HIS3110,2,Zouma Salif,M,11.58,2021,LT
2023-2024,5,A8EF20C1,D00013,HIS3110,2,Lala Yacouba,M,7.89,2021,SRI
2023-2024,5,AB09B2BA,D00014,HIS3110,2,Mata Ibrahim,M,8.45,2021,SRI
2023-2024,5,AB76267B,D00015,HIS3110,2,Zacharie Tidjani,M,5.17,2021,GE
2023-2024,5,A34527B3,D00016,HIS3110,2,Diallo Yacouba,M,9.14,2021,SRI
2023-2024,5,A213B266,D00017,HIS3110,2,Yacouba Issa,M,5.84,2021,GM
2023-2024,5,AD3C2E5F,D00018,HIS3110,2,Bogolan Younoussa,M,9.24,2021,LT
2023-2024,5,A6F92D6F,D00019,HIS3110,2,Lala Abdou,M,5.19,2021,GC
2023-2024,5,AB4636C6,D00020,HIS3110,2,Bamba Fousseyni,M,2.44,2021,GC
2023-2024,5,A098A1A9,D00021,HIS3110,2,Berg Daouda,M,9.82,2021,GE
2023-2024,5,A22A96FA,D00022,HIS3110,2,Zouma Youssouf,M,8.04,2021,LT
2023-2024,5,A5E30259,D00023,HIS3110,2,Alassane Lassana,M,0.89,2021,IA
2023-2024,5,AD3F9983,D00024,HIS3110,2,Konaté Assa,F,6.37,2021,SRI
2023-2024,5,A5407A4D,D00025,HIS3110,2,Wagaté Oumar,M,8.61,2021,GE
2023-2024,5,A0E36345,D00026,HIS3110,2,Souleymane Lassana,M,12.07,2021,GE
2023-2024,5,A5C6D043,D00027,HIS3110,2,Lassana Rabi,F,8.22,2021,GL
2023-2024,5,AD701298,D00028,HIS3110,2,Souleymane Mamadou,M,11.26,2021,GM
2023-2024,5,A1DF544C,D00029,HIS3110,2,Gakou Sidi,M,5.9,2021,LT
2023-2024,5,A77D1CA8,D00030,HIS3110,2,Amadou Abdoulaye,M,6.46,2021,GE
2023-2024,5,A5031891,D00031,HIS3110,2,Berg Mahamane,M,8.94,2021,IS
2023-2024,5,A1BB105D,D00032,HIS3110,2,Gakou Bakary,M,9.7,2021,LT
2023-2024,5,AB797D66,D00033,HIS3110,2,Salimata Rabi,F,10.99,2021,IA
2023-2024,5,AD173238,D00034,HIS3110,2,Coulibaly Vieux,M,3.56,2021,SRI
2023-2024,5,A79BA540,D00035,HIS3110,2,Touré Nouhou,M,4.69,2021,GC
2023-2024,5,A8B4172F,D00036,HIS3110,2,Yattabaye Sidi,M,2.86,2021,IS
2023-2024,5,A8BCF0CE,D00037,HIS3110,2,Fofana Sidi,M,6.8,2021,SRI
2023-2024,5,AE46C971,D00038,HIS3110,2,Coulibaly Hadja,F,4.43,2021,GC
2023-2024,5,AA44C855,D00039,HIS3110,2,Berg Zara,F,11.35,2021,LT
2023-2024,5,A30CD0CA,D00040,HIS3110,2,Yacouba Koudia,F,9.42,2021,IS
2023-2024,5,A02B5EB1,D00041,HIS3110,2,Cheick Ibrahim,M,11.51,2021,GL
2023-2024,5,AAF72B8A,D00042,HIS3110,2,Amadou Sali,F,7.12,2021,GC
2023-2024,5,A919EAF6,D00043,HIS3110,2,Bissikolo Nouhou,M,6.93,2021,GE
2023-2024,5,A37E4717,D00044,HIS3110,2,Alassane Mahamane,M,9.79,2021,GC
2023-2024,5,A08DA904,D00045,HIS3110,2,Bouna Djibril,M,3.78,2021,LT
2023-2024,5,A4133479,D00046,HIS3110,2,Kéita Fousseyni,M,6.69,2021,SRI
2023-2024,5,A51AC44A,D00047,HIS3110,2,Rahmatou Mahamadou,M,0.93,2021,IS
2023-2024,5,AD4C1105,D00048,HIS3110,2,Tandja Harouna,M,10.7,2021,GM
2023-2024,5,AE0EAC8D,D00049,HIS3110,2,Koné Alima,F,13.13,2021,GL
2023-2024,5,AA8CCB0A,D00050,HIS3110,2,Cheick Mahamadou,M,12.21,2021,IS
2023-2024,5,A4E61D78,D00051,HIS3110,2,Cissé Soumaïla,M,8.06,2021,GL
2023-2024,5,AB2ABC09,D00052,HIS3110,2,Diallo Habib,M,5.9,2021,GL
2023-2024,5,A285F134,D00053,HIS3110,2,Mahamadou Mamadou,M,5.74,2021,SRI
2023-2024,5,AAB29200,D00054,HIS3110,2,Ibrahim Sada,M,6.28,2021,GC
2023-2024,5,A3944EC3,D00055,HIS3110,2,Djité Fodé,M,10.04,2021,GL
2023-2024,5,A5B05F71,D00056,HIS3110,2,Younoussa Cheick,M,10.11,2021,IA
2023-2024,5,A782F98E,D00057,HIS3110,2,Bouna Tidjani,M,10.3,2021,IS
2023-2024,5,ACB58555,D00058,HIS3110,2,Zongo Ahou,F,4.68,2021,LT
2023-2024,5,AE760B9C,D00059,HIS3110,2,Alou Zouley,F,5.7,2021,IS
2023-2024,5,A1137429,D00060,HIS3110,2,Bâ Oumar,M,5.88,2021,SRI
2023-2024,5,A0497244,D00061,HIS3110,2,Oumar Brahima,M,8.67,2021,IS
2023-2024,5,A0D1E02C,D00062,HIS3110,2,Zongo Yacouba,M,10.99,2021,LT
2023-2024,5,AED669CD,D00063,HIS3110,2,Sissoko Younoussa,M,7.94,2021,SRI
2023-2024,5,ACACFC64,D00064,HIS3110,2,Younoussa Djibril,M,6.39,2021,LT
2023-2024,5,A7BBF0F7,D00065,HIS3110,2,Adama Zacharie,M,9.06,2021,GL
2023-2024,5,A9EA4892,D00066,HIS3110,2,Yattabaye Souleymane,M,5.65,2021,IS
2023-2024,5,A0E904C2,D00067,HIS3110,2,Fatoumata Soumaïla,M,9.71,2021,GE
2023-2024,5,ADBDEF92,D00068,HIS3110,2,Keita Yasmine,F,14.13,2021,LT
2023-2024,5,AFFD7107,D00069,HIS3110,2,Habib Mohamed,M,5.4,2021,IA
2023-2024,5,AFAB7DD9,D00070,HIS3110,2,Haidara Modibo,M,11.37,2021,GE
2023-2024,5,AF956813,D00071,HIS3110,2,Bintou Zénabou,F,8.18,2021,GM
2023-2024,5,A9BDCAE8,D00072,HIS3110,2,Habib Modibo,M,4.36,2021,GM
2023-2024,5,A2561A0A,D00073,HIS3110,2,Fatoumata Youssouf,M,13.57,2021,LT
2023-2024,5,AF8A02F6,D00074,HIS3110,2,Amadou Ousmane,M,10.34,2021,GC
2023-2024,5,A76C721F,D00075,HIS3110,2,Traoré Tidjani,M,6.93,2021,GC
2023-2024,5,A1C7CDFF,D00076,HIS3110,2,Salimata Amadou,M,12.09,2021,SRI
2023-2024,5,A7A94A2E,D00077,HIS3110,2,Zouma Sidi,M,5.28,2021,IS
2023-2024,5,A5611C36,D00078,HIS3110,2,Bamba Soumaïla,M,5.57,2021,GE
2023-2024,5,A5738114,D00079,HIS3110,2,Berg Karim,M,12.19,2021,GC
2023-2024,5,A7DD2F8B,D00080,HIS3110,2,Diabaté Fousseyni,M,7.42,2021,GM
2023-2024,5,AE9CBF9A,D00081,HIS3110,2,Djité Harouna,M,7.35,2021,GM
2023-2024,5,AA04B0E3,D00082,HIS3110,2,Gassama Salif,M,11.3,2021,IS
2023-2024,5,A9A4C46A,D00083,HIS3110,2,Rahmatou Zakari,M,7.44,2021,LT
2023-2024,5,A35BEA75,D00084,HIS3110,2,Awa Karim,M,7.95,2021,GM
2023-2024,5,A812BADD,D00085,HIS3110,2,Diallo Aïda,F,15.93,2021,GC
2023-2024,5,A5B58C61,D00086,HIS3110,2,Konaté Moussa,M,5.74,2021,IA
2023-2024,5,A4043361,D00087,HIS3110,2,Kassé Karim,M,5.48,2021,LT
2023-2024,5,A993CD3F,D00088,HIS3110,2,Tandja Lassana,M,9.37,2021,GL
2023-2024,5,AD27CFB5,D00089,HIS3110,2,Bissikolo Mamadou,M,6.51,2021,GC
2023-2024,5,A9AEE566,D00090,HIS3110,2,Gassama Zacharie,M,4.6,2021,GE
2023-2024,5,A26D9D2D,D00091,HIS3110,2,Bakary Fousseyni,M,8.85,2021,GC
2023-2024,5,A5EA4A12,D00092,HIS3110,2,Zoumana Zacharie,M,10.46,2021,GL
2023-2024,5,A7B0F094,D00093,HIS3110,2,Halima M'mah,F,13.49,2021,IA
2023-2024,5,AC617084,D00094,HIS3110,2,Nana Yacouba,M,11.34,2021,IS
2023-2024,5,A75F705B,D00095,HIS3110,2,Mamadou Moussa,M,3.23,2021,GE
2023-2024,5,AA75AA0D,D00096,HIS3110,2,Fatoumata Souleymane,M,10.63,2021,SRI
2023-2024,5,AF34A8E5,D00097,HIS3110,2,Halima Adama,M,6.27,2021,IS
2023-2024,5,AB4507E4,D00098,HIS3110,2,Kouriba Yacouba,M,6.41,2021,LT
2023-2024,5,A490C602,D00099,HIS3110,2,Sylla Oumar,M,6.24,2021,SRI
2023-2024,5,AB08769E,D00100,HIS3110,2,Habib Issa,M,8.19,2021,IA
2023-2024,5,A546B4C8,D00101,HIS3110,2,Nafissa Bakary,M,4.7,2021,GL
2023-2024,5,AA80E118,D00102,HIS3110,2,Adama Adama,M,3.79,2021,IA
2023-2024,5,A13BBF20,D00103,HIS3110,2,Hawa Lassana,M,11.08,2021,IS
2023-2024,5,A7092E2E,D00104,HIS3110,2,Aïcha Habib,M,10.51,2021,GE
2023-2024,5,A34EFD8D,D00105,HIS3110,2,Bouna Tidjani,M,11.09,2021,GM
2023-2024,5,A38621DF,D00106,HIS3110,2,Diarra Alhassane,M,4.16,2021,GC
2023-2024,5,A00A36D0,D00107,HIS3110,2,Mariam Yasmine,F,6.48,2021,SRI
2023-2024,5,A2E1DDB8,D00108,HIS3110,2,Tandja Boureima,M,7.44,2021,IS
2023-2024,5,A6DC42BD,D00109,HIS3110,2,Cissé Abdoulaye,M,5.29,2021,IS
2023-2024,5,A2D7182C,D00110,HIS3110,2,Kanté Modibo,M,0.0,2021,GM
2023-2024,5,AEB074E5,D00111,HIS3110,2,Yattabaye Youssouf,M,13.34,2021,LT
2023-2024,5,A30AC381,D00112,HIS3110,2,Alou Sada,M,9.2,2021,GM
2023-2024,5,A15A3D70,D00113,HIS3110,2,Dabo Zacharie,M,10.62,2021,IA
2023-2024,5,A6331619,D00114,HIS3110,2,Gano Issa,M,8.53,2021,LT
2023-2024,5,AC8093D6,D00115,HIS3110,2,Mamadou Fousseyni,M,10.89,2021,GE
2023-2024,5,AA5D2E50,D00116,HIS3110,2,Diarra Cheick,M,8.35,2021,GM
2023-2024,5,A06D39BD,D00117,HIS3110,2,Sata Nouhou,M,9.77,2021,GC
2023-2024,5,AF847A53,D00118,HIS3110,2,Traoré Oumou,F,10.26,2021,SRI
2023-2024,5,A9A2A172,D00119,HIS3110,2,Abdoulaye Mohamed,M,10.61,2021,GM
2023-2024,5,A228295E,D00120,HIS3110,2,Kanté Oumou,F,11.97,2021,SRI
2023-2024,5,A086351D,D00121,HIS3110,2,Alou Djénébou,F,9.41,2021,IS
2023-2024,5,A43A1824,D00122,HIS3110,2,Kassé Zacharie,M,11.35,2021,GC
2023-2024,5,A0C0DDE7,D00123,HIS3110,2,Oumou Abdoulaye,M,3.48,2021,GE
2023-2024,5,AA81A036,D00124,HIS3110,2,Salimata Salif,M,11.49,2021,GE
2023-2024,5,AFF37B5D,D00125,HIS3110,2,Kouyaté Elhadj,M,8.54,2021,GE
2023-2024,5,ADD43AA0,D00126,HIS3110,2,Koné Fatou,F,10.18,2021,SRI
2023-2024,5,AB153FAF,D00127,HIS3110,2,Boly Aïda,F,11.68,2021,GM
2023-2024,5,A4132D01,D00128,HIS3110,2,Souleymane Fousseyni,M,7.09,2021,IS
2023-2024,5,A795F08D,D00129,HIS3110,2,Hadja Fousseyni,M,8.96,2021,LT
2023-2024,5,A3D45B31,D00130,HIS3110,2,Diabaté Fousseyni,M,6.23,2021,GL
2023-2024,5,AD09F491,D00131,HIS3110,2,Traoré Adama,M,7.4,2021,GM
2023-2024,5,ACE2F696,D00132,HIS3110,2,Yattabaye Kassim,M,9.8,2021,GL
2023-2024,5,A1438CB0,D00133,HIS3110,2,Awa Djibril,M,10.61,2021,GE
2023-2024,5,A46EABDE,D00134,HIS3110,2,Abdoulaye Adama,M,7.54,2021,IA
2023-2024,5,A5A10349,D00135,HIS3110,2,Koné Abdoulaye,M,8.37,2021,IA
2023-2024,5,A71BA8F8,D00136,HIS3110,2,Sata Adama,M,10.54,2021,IS
2023-2024,5,A8AA355C,D00137,HIS3110,2,Haidara Kadiatou,F,8.33,2021,SRI
2023-2024,5,A88126E9,D00138,HIS3110,2,Fofana Nouhou,M,8.19,2021,GL
2023-2024,5,A59E941E,D00139,HIS3110,2,Kouyaté Mohamed,M,6.7,2021,GC
2023-2024,5,A4995984,D00140,HIS3110,2,Abdou Amadou,M,6.49,2021,GE
2023-2024,5,AF4FC05C,D00141,HIS3110,2,Kéita Abdoulaye,M,9.45,2021,GE
2023-2024,5,A48E8E86,D00142,HIS3110,2,Issa Tidjani,M,4.69,2021,GC
2023-2024,5,A53E2320,D00143,HIS3110,2,Gakou Tiécoura,M,12.9,2021,SRI
2023-2024,5,AE660EA2,D00144,HIS3110,2,Bamba Ousmane,M,7.42,2021,LT
2023-2024,5,AF509BF1,D00145,HIS3110,2,Bâ Mohamed,M,11.99,2021,IS
2023-2024,5,A3617E86,D00146,HIS3110,2,Sylla Mamane,M,11.3,2021,GM
2023-2024,5,ADAE2CC3,D00147,HIS3110,2,Diallo Zacharie,M,8.27,2021,GC
2023-2024,5,ACDA72A0,D00148,HIS3110,2,Amadou Adama,M,4.83,2021,SRI
2023-2024,5,A1736DCC,D00149,HIS3110,2,Adama Daouda,M,9.93,2021,GL
2023-2024,5,A5331002,D00150,HIS3110,2,Amadou Soumaïla,M,7.49,2021,GL
2023-2024,6,AF840F4C,D00001,PHY3200,2,Moussa Abdou,M,10.07,2021,IA
2023-2024,6,AA650CA0,D00002,PHY3200,2,Bouna Bakary,M,10.91,2021,LT
2023-2024,6,AC004C6C,D00003,PHY3200,2,Aminata Bakary,M,5.59,2021,LT
2023-2024,6,A524A0A6,D00004,PHY3200,2,Sissoko Yacouba,M,13.92,2021,IS
2023-2024,6,AA3491EF,D00005,PHY3200,2,Tandja Oumar,M,4.75,2021,IA
2023-2024,6,A552D693,D00006,PHY3200,2,Karim Koudia,F,12.16,2021,GM
2023-2024,6,A7642124,D00007,PHY3200,2,Habib Issa,M,4.47,2021,IA
2023-2024,6,A1B64777,D00008,PHY3200,2,Sidibé Yasmine,F,3.87,2021,GL
2023-2024,6,A5A2A767,D00009,PHY3200,2,Lala Mamadou,M,16.3,2021,IA
2023-2024,6,A4FF27FD,D00010,PHY3200,2,Fofana Mahamadou,M,7.33,2021,GM
2023-2024,6,A729779F,D00011,PHY3200,2,Diarra Lamine,M,9.61,2021,GC
2023-2024,6,A0A66D46,D00012,PHY3200,2,Zouma Salif,M,2.35,2021,LT
2023-2024,6,A8EF20C1,D00013,PHY3200,2,Lala Yacouba,M,12.12,2021,SRI
2023-2024,6,AB09B2BA,D00014,PHY3200,2,Mata Ibrahim,M,13.82,2021,SRI
2023-2024,6,AB76267B,D00015,PHY3200,2,Zacharie Tidjani,M,6.51,2021,GE
2023-2024,6,A34527B3,D00016,PHY3200,2,Diallo Yacouba,M,9.36,2021,SRI
2023-2024,6,A213B266,D00017,PHY3200,2,Yacouba Issa,M,12.09,2021,GM
2023-2024,6,AD3C2E5F,D00018,PHY3200,2,Bogolan Younoussa,M,11.93,2021,LT
2023-2024,6,A6F92D6F,D00019,PHY3200,2,Lala Abdou,M,0.0,2021,GC
2023-2024,6,AB4636C6,D00020,PHY3200,2,Bamba Fousseyni,M,0.43,2021,GC
2023-2024,6,A098A1A9,D00021,PHY3200,2,Berg Daouda,M,15.54,2021,GE
2023-2024,6,A22A96FA,D00022,PHY3200,2,Zouma Youssouf,M,7.92,2021,LT
2023-2024,6,A5E30259,D00023,PHY3200,2,Alassane Lassana,M,5.62,2021,IA
2023-2024,6,AD3F9983,D00024,PHY3200,2,Konaté Assa,F,5.68,2021,SRI
2023-2024,6,A5407A4D,D00025,PHY3200,2,Wagaté Oumar,M,5.51,2021,GE
2023-2024,6,A0E36345,D00026,PHY3200,2,Souleymane Lassana,M,16.7,2021,GE
2023-2024,6,A5C6D043,D00027,PHY3200,2,Lassana Rabi,F,14.7,2021,GL
2023-2024,6,AD701298,D00028,PHY3200,2,Souleymane Mamadou,M,12.99,2021,GM
2023-2024,6,A1DF544C,D00029,PHY3200,2,Gakou Sidi,M,10.83,2021,LT
2023-2024,6,A77D1CA8,D00030,PHY3200,2,Amadou Abdoulaye,M,9.96,2021,GE
2023-2024,6,A5031891,D00031,PHY3200,2,Berg Mahamane,M,7.49,2021,IS
2023-2024,6,A1BB105D,D00032,PHY3200,2,Gakou Bakary,M,6.26,2021,LT
2023-2024,6,AB797D66,D00033,PHY3200,2,Salimata Rabi,F,4.76,2021,IA
2023-2024,6,AD173238,D00034,PHY3200,2,Coulibaly Vieux,M,10.84,2021,SRI
2023-2024,6,A79BA540,D00035,PHY3200,2,Touré Nouhou,M,6.12,2021,GC
2023-2024,6,A8B4172F,D00036,PHY3200,2,Yattabaye Sidi,M,8.2,2021,IS
2023-2024,6,A8BCF0CE,D00037,PHY3200,2,Fofana Sidi,M,11.67,2021,SRI
2023-2024,6,AE46C971,D00038,PHY3200,2,Coulibaly Hadja,F,6.29,2021,GC
2023-2024,6,AA44C855,D00039,PHY3200,2,Berg Zara,F,11.64,2021,LT
2023-2024,6,A30CD0CA,D00040,PHY3200,2,Yacouba Koudia,F,12.23,2021,IS
2023-2024,6,A02B5EB1,D00041,PHY3200,2,Cheick Ibrahim,M,6.07,2021,GL
2023-2024,6,AAF72B8A,D00042,PHY3200,2,Amadou Sali,F,12.36,2021,GC
2023-2024,6,A919EAF6,D00043,PHY3200,2,Bissikolo Nouhou,M,8.27,2021,GE
2023-2024,6,A37E4717,D00044,PHY3200,2,Alassane Mahamane,M,9.89,2021,GC
2023-2024,6,A08DA904,D00045,PHY3200,2,Bouna Djibril,M,1.29,2021,LT
2023-2024,6,A4133479,D00046,PHY3200,2,Kéita Fousseyni,M,5.67,2021,SRI
2023-2024,6,A51AC44A,D00047,PHY3200,2,Rahmatou Mahamadou,M,2.9,2021,IS
2023-2024,6,AD4C1105,D00048,PHY3200,2,Tandja Harouna,M,11.23,2021,GM
2023-2024,6,AE0EAC8D,D00049,PHY3200,2,Koné Alima,F,14.43,2021,GL
2023-2024,6,AA8CCB0A,D00050,PHY3200,2,Cheick Mahamadou,M,11.21,2021,IS
2023-2024,6,A4E61D78,D00051,PHY3200,2,Cissé Soumaïla,M,16.02,2021,GL
2023-2024,6,AB2ABC09,D00052,PHY3200,2,Diallo Habib,M,8.96,2021,GL
2023-2024,6,A285F134,D00053,PHY3200,2,Mahamadou Mamadou,M,5.75,2021,SRI
2023-2024,6,AAB29200,D00054,PHY3200,2,Ibrahim Sada,M,6.43,2021,GC
2023-2024,6,A3944EC3,D00055,PHY3200,2,Djité Fodé,M,10.11,2021,GL
2023-2024,6,A5B05F71,D00056,PHY3200,2,Younoussa Cheick,M,14.23,2021,IA
2023-2024,6,A782F98E,D00057,PHY3200,2,Bouna Tidjani,M,6.74,2021,IS
2023-2024,6,ACB58555,D00058,PHY3200,2,Zongo Ahou,F,10.22,2021,LT
2023-2024,6,AE760B9C,D00059,PHY3200,2,Alou Zouley,F,0.0,2021,IS
2023-2024,6,A1137429,D00060,PHY3200,2,Bâ Oumar,M,8.49,2021,SRI
2023-2024,6,A0497244,D00061,PHY3200,2,Oumar Brahima,M,15.36,2021,IS
2023-2024,6,A0D1E02C,D00062,PHY3200,2,Zongo Yacouba,M,10.36,2021,LT
2023-2024,6,AED669CD,D00063,PHY3200,2,Sissoko Younoussa,M,0.0,2021,SRI
2023-2024,6,ACACFC64,D00064,PHY3200,2,Younoussa Djibril,M,1.01,2021,LT
2023-2024,6,A7BBF0F7,D00065,PHY3200,2,Adama Zacharie,M,9.41,2021,GL
2023-2024,6,A9EA4892,D00066,PHY3200,2,Yattabaye Souleymane,M,0.0,2021,IS
2023-2024,6,A0E904C2,D00067,PHY3200,2,Fatoumata Soumaïla,M,15.24,2021,GE
2023-2024,6,ADBDEF92,D00068,PHY3200,2,Keita Yasmine,F,15.98,2021,LT
2023-2024,6,AFFD7107,D00069,PHY3200,2,Habib Mohamed,M,11.48,2021,IA
2023-2024,6,AFAB7DD9,D00070,PHY3200,2,Haidara Modibo,M,4.3,2021,GE
2023-2024,6,AF956813,D00071,PHY3200,2,Bintou Zénabou,F,10.77,2021,GM
2023-2024,6,A9BDCAE8,D00072,PHY3200,2,Habib Modibo,M,9.25,2021,GM
2023-2024,6,A2561A0A,D00073,PHY3200,2,Fatoumata Youssouf,M,4.31,2021,LT
2023-2024,6,AF8A02F6,D00074,PHY3200,2,Amadou Ousmane,M,13.32,2021,GC
2023-2024,6,A76C721F,D00075,PHY3200,2,Traoré Tidjani,M,11.77,2021,GC
2023-2024,6,A1C7CDFF,D00076,PHY3200,2,Salimata Amadou,M,13.96,2021,SRI
2023-2024,6,A7A94A2E,D00077,PHY3200,2,Zouma Sidi,M,6.09,2021,IS
2023-2024,6,A5611C36,D00078,PHY3200,2,Bamba Soumaïla,M,12.81,2021,GE
2023-2024,6,A5738114,D00079,PHY3200,2,Berg Karim,M,13.23,2021,GC
2023-2024,6,A7DD2F8B,D00080,PHY3200,2,Diabaté Fousseyni,M,15.09,2021,GM
2023-2024,6,AE9CBF9A,D00081,PHY3200,2,Djité Harouna,M,7.98,2021,GM
2023-2024,6,AA04B0E3,D00082,PHY3200,2,Gassama Salif,M,4.07,2021,IS
2023-2024,6,A9A4C46A,D00083,PHY3200,2,Rahmatou Zakari,M,8.61,2021,LT
2023-2024,6,A35BEA75,D00084,PHY3200,2,Awa Karim,M,11.38,2021,GM
2023-2024,6,A812BADD,D00085,PHY3200,2,Diallo Aïda,F,15.24,2021,GC
2023-2024,6,A5B58C61,D00086,PHY3200,2,Konaté Moussa,M,9.12,2021,IA
2023-2024,6,A4043361,D00087,PHY3200,2,Kassé Karim,M,12.81,2021,LT
2023-2024,6,A993CD3F,D00088,PHY3200,2,Tandja Lassana,M,0.94,2021,GL
2023-2024,6,AD27CFB5,D00089,PHY3200,2,Bissikolo Mamadou,M,10.03,2021,GC
2023-2024,6,A9AEE566,D00090,PHY3200,2,Gassama Zacharie,M,8.49,2021,GE
2023-2024,6,A26D9D2D,D00091,PHY3200,2,Bakary Fousseyni,M,12.44,2021,GC
2023-2024,6,A5EA4A12,D00092,PHY3200,2,Zoumana Zacharie,M,15.01,2021,GL
2023-2024,6,A7B0F094,D00093,PHY3200,2,Halima M'mah,F,6.24,2021,IA
2023-2024,6,AC617084,D00094,PHY3200,2,Nana Yacouba,M,12.92,2021,IS
2023-2024,6,A75F705B,D00095,PHY3200,2,Mamadou Moussa,M,10.0,2021,GE
2023-2024,6,AA75AA0D,D00096,PHY3200,2,Fatoumata Souleymane,M,7.78,2021,SRI
2023-2024,6,AF34A8E5,D00097,PHY3200,2,Halima Adama,M,4.74,2021,IS
2023-2024,6,AB4507E4,D00098,PHY3200,2,Kouriba Yacouba,M,9.05,2021,LT
2023-2024,6,A490C602,D00099,PHY3200,2,Sylla Oumar,M,8.43,2021,SRI
2023-2024,6,AB08769E,D00100,PHY3200,2,Habib Issa,M,10.72,2021,IA
2023-2024,6,A546B4C8,D00101,PHY3200,2,Nafissa Bakary,M,4.44,2021,GL
2023-2024,6,AA80E118,D00102,PHY3200,2,Adama Adama,M,10.85,2021,IA
2023-2024,6,A13BBF20,D00103,PHY3200,2,Hawa Lassana,M,6.56,2021,IS
2023-2024,6,A7092E2E,D00104,PHY3200,2,Aïcha Habib,M,13.37,2021,GE
2023-2024,6,A34EFD8D,D00105,PHY3200,2,Bouna Tidjani,M,17.71,2021,GM
2023-2024,6,A38621DF,D00106,PHY3200,2,Diarra Alhassane,M,2.97,2021,GC
2023-2024,6,A00A36D0,D00107,PHY3200,2,Mariam Yasmine,F,4.19,2021,SRI
2023-2024,6,A2E1DDB8,D00108,PHY3200,2,Tandja Boureima,M,11.3,2021,IS
2023-2024,6,A6DC42BD,D00109,PHY3200,2,Cissé Abdoulaye,M,7.5,2021,IS
2023-2024,6,A2D7182C,D00110,PHY3200,2,Kanté Modibo,M,0.0,2021,GM
